"Probe_ID","Paper_DML","DeltaBeta_Heavy_minus_Light","Direction","Chromosome","Position"
"cg43759221_BC21","Obese_UP",0.0514019169307833,"Higher_methylation_in_Heavy","chr6",98716211
"cg43762172_TC21","Obese_UP",0.0510262307682386,"Higher_methylation_in_Heavy","chr6",99013988
"cg43763215_TC21","Obese_UP",0.0512981351682757,"Higher_methylation_in_Heavy","chr6",99097364
"cg43767700_BC11","Obese_UP",0.0583047860735525,"Higher_methylation_in_Heavy","chr6",99510735
"cg43769671_TC11","Obese_UP",0.054479161977537,"Higher_methylation_in_Heavy","chr6",99669647
"cg43770173_TC21","Lean_UP",-0.0516880417844394,"Higher_methylation_in_Light","chr6",99694194
"cg43776035_TC21","Obese_UP",0.0523240958725822,"Higher_methylation_in_Heavy","chr6",100271050
"cg43786854_BC21","Obese_UP",0.0678971940039866,"Higher_methylation_in_Heavy","chr6",101271801
"cg43846030_BC11","Obese_UP",0.0616579326569317,"Higher_methylation_in_Heavy","chr6",112489146
"cg43859883_BC21","Obese_UP",0.0718864344860726,"Higher_methylation_in_Heavy","chr6",113748480
"cg43870336_BC11","Obese_UP",0.0567617364579261,"Higher_methylation_in_Heavy","chr6",114751424
"cg43919742_BC21","Obese_UP",0.0502238464986925,"Higher_methylation_in_Heavy","chr6",119796485
"cg43967330_BC11","Obese_UP",0.0764190714612976,"Higher_methylation_in_Heavy","chr6",125081850
"cg43967331_BC11","Obese_UP",0.0650680699019272,"Higher_methylation_in_Heavy","chr6",125081862
"cg43987494_BC21","Obese_UP",0.0560269912079993,"Higher_methylation_in_Heavy","chr6",126977074
"cg43994438_TC21","Obese_UP",0.0600784623682875,"Higher_methylation_in_Heavy","chr6",127600054
"cg44008329_BC21","Obese_UP",0.0513225276684201,"Higher_methylation_in_Heavy","chr6",128797526
"cg44034999_TC21","Obese_UP",0.0509351761094273,"Higher_methylation_in_Heavy","chr6",134088873
"cg44035761_BC21","Obese_UP",0.0551665879115326,"Higher_methylation_in_Heavy","chr6",134148473
"cg44045668_TC21","Obese_UP",0.0757520119289874,"Higher_methylation_in_Heavy","chr6",135011004
"cg44063035_BC21","Obese_UP",0.0537630258578265,"Higher_methylation_in_Heavy","chr6",136725182
"cg44063036_TC11","Obese_UP",0.0574288389889573,"Higher_methylation_in_Heavy","chr6",136725207
"cg44094979_TC21","Lean_UP",-0.0517291396943415,"Higher_methylation_in_Light","chr6",140354319
"cg44136171_TC21","Obese_UP",0.0580569884869664,"Higher_methylation_in_Heavy","chr6",144681402
"cg44143039_TC11","Obese_UP",0.0556189995496429,"Higher_methylation_in_Heavy","chr6",145251155
"cg44148262_BC21","Obese_UP",0.0524652063693777,"Higher_methylation_in_Heavy","chr6",145684537
"cg44158419_BC11","Lean_UP",-0.0615748638623168,"Higher_methylation_in_Light","chr6",146686711
"cg44165181_TC21","Obese_UP",0.0537011839201964,"Higher_methylation_in_Heavy","chr6",147391295
"cg44200630_BC11","Obese_UP",0.0777721935677939,"Higher_methylation_in_Heavy","chr7",5126073
"cg44211895_TC11","Obese_UP",0.0511678133713147,"Higher_methylation_in_Heavy","chr7",6729683
"cg44225578_BC21","Obese_UP",0.0831639836343797,"Higher_methylation_in_Heavy","chr7",10274278
"cg44227386_BC21","Obese_UP",0.05899124529642,"Higher_methylation_in_Heavy","chr7",10690787
"cg44242395_TC21","Lean_UP",-0.0845995922831757,"Higher_methylation_in_Light","chr7",13178869
"cg44242874_TC11","Obese_UP",0.0535002853030068,"Higher_methylation_in_Heavy","chr7",13261445
"cg44257087_BC21","Obese_UP",0.051743790909323,"Higher_methylation_in_Heavy","chr7",16018084
"cg44268730_TC11","Obese_UP",0.0524121888023269,"Higher_methylation_in_Heavy","chr7",16891522
"cg44313145_BC21","Obese_UP",0.0963693818358272,"Higher_methylation_in_Heavy","chr7",24082064
"cg44313157_BC11","Obese_UP",0.104998999512525,"Higher_methylation_in_Heavy","chr7",24082203
"cg44355283_TC21","Obese_UP",0.0750314098193564,"Higher_methylation_in_Heavy","chr7",27691903
"cg44361986_BC11","Obese_UP",0.0573296402515757,"Higher_methylation_in_Heavy","chr7",28294419
"cg44377200_BC21","Obese_UP",0.0555156025479996,"Higher_methylation_in_Heavy","chr7",29270443
"cg44392418_BC11","Obese_UP",0.0651527813442448,"Higher_methylation_in_Heavy","chr7",30423305
"cg44402107_BC11","Obese_UP",0.0529079770796387,"Higher_methylation_in_Heavy","chr7",31115178
"cg44423418_TC11","Obese_UP",0.0620369643225637,"Higher_methylation_in_Heavy","chr7",34675777
"cg44479753_TC21","Lean_UP",-0.0537272625905404,"Higher_methylation_in_Light","chr7",41294212
"cg44493455_TC11","Obese_UP",0.0653538106790711,"Higher_methylation_in_Heavy","chr7",43506071
"cg44507835_TC11","Obese_UP",0.0729035840907613,"Higher_methylation_in_Heavy","chr7",44747791
"cg44507840_BC11","Obese_UP",0.057769802314929,"Higher_methylation_in_Heavy","chr7",44747888
"cg44516613_BC11","Obese_UP",0.0612792767437199,"Higher_methylation_in_Heavy","chr7",45234605
"cg44543331_BC21","Obese_UP",0.0517263783538895,"Higher_methylation_in_Heavy","chr7",47021686
"cg44624564_BC21","Lean_UP",-0.053014724947859,"Higher_methylation_in_Light","chr7",62231186
"cg44695817_TC21","Lean_UP",-0.0602299882851729,"Higher_methylation_in_Light","chr7",70348950
"cg44716143_TC21","Obese_UP",0.0562835136122904,"Higher_methylation_in_Heavy","chr7",73207747
"cg44733861_TC21","Lean_UP",-0.0562863488547705,"Higher_methylation_in_Light","chr7",75384479
"cg44784129_BC21","Obese_UP",0.0541076850737342,"Higher_methylation_in_Heavy","chr7",81161721
"cg44810777_TC21","Obese_UP",0.060952009470404,"Higher_methylation_in_Heavy","chr7",84141840
"cg44858238_TC21","Obese_UP",0.0561868048614182,"Higher_methylation_in_Heavy","chr7",92985291
"cg44868712_BC21","Obese_UP",0.12254691870442,"Higher_methylation_in_Heavy","chr7",95461939
"cg44899457_BC21","Obese_UP",0.0520456956272603,"Higher_methylation_in_Heavy","chr7",99015418
"cg44933614_TC11","Obese_UP",0.061551390841231,"Higher_methylation_in_Heavy","chr7",102256184
"cg44936991_BC11","Obese_UP",0.0535633717853991,"Higher_methylation_in_Heavy","chr7",102687847
"cg44938937_TC21","Obese_UP",0.0668058795494488,"Higher_methylation_in_Heavy","chr7",103082574
"cg44960132_BC21","Lean_UP",-0.0533171994293666,"Higher_methylation_in_Light","chr7",107209178
"cg44971975_TC11","Obese_UP",0.0502579289056718,"Higher_methylation_in_Heavy","chr7",109170096
"cg45017731_BO21","Lean_UP",-0.0593903102276056,"Higher_methylation_in_Light","chr7",114414247
"cg45053647_BC21","Obese_UP",0.056822817627716,"Higher_methylation_in_Heavy","chr7",118849084
"cg45109167_BC21","Lean_UP",-0.0513363748709919,"Higher_methylation_in_Light","chr7",125560687
"cg45163318_TC11","Obese_UP",0.0592156132724082,"Higher_methylation_in_Heavy","chr7",130369512
"cg45168775_TC21","Obese_UP",0.0577953107315112,"Higher_methylation_in_Heavy","chr7",130860213
"cg45177180_BC21","Obese_UP",0.0633288340464429,"Higher_methylation_in_Heavy","chr7",131705690
"cg45189784_BC21","Obese_UP",0.0525359526452166,"Higher_methylation_in_Heavy","chr7",132948079
"cg45191747_BC11","Obese_UP",0.0514668330488803,"Higher_methylation_in_Heavy","chr7",133120738
"cg45232686_BC11","Obese_UP",0.0544278992576332,"Higher_methylation_in_Heavy","chr7",137313033
"cg45246997_TC21","Lean_UP",-0.0515649072388384,"Higher_methylation_in_Light","chr7",138910592
"cg45254106_TC11","Obese_UP",0.0751479001054725,"Higher_methylation_in_Heavy","chr7",139581075
"cg45255447_TC21","Lean_UP",-0.0630823338866599,"Higher_methylation_in_Light","chr7",139660421
"cg45281407_BC11","Obese_UP",0.0540776580418817,"Higher_methylation_in_Heavy","chr7",142157282
"cg45285005_TC11","Obese_UP",0.0543189886603324,"Higher_methylation_in_Heavy","chr7",142576581
"cg45285143_BC21","Obese_UP",0.0569363531563956,"Higher_methylation_in_Heavy","chr7",142581662
"cg45285146_TC21","Obese_UP",0.0526106953300659,"Higher_methylation_in_Heavy","chr7",142581780
"cg45285733_TC11","Obese_UP",0.0670977175811691,"Higher_methylation_in_Heavy","chr7",142653892
"cg45290643_BC21","Obese_UP",0.0929003421538924,"Higher_methylation_in_Heavy","chr7",143295788
"cg45290644_BC11","Obese_UP",0.0942742888231685,"Higher_methylation_in_Heavy","chr7",143295798
"cg45290647_BC21","Obese_UP",0.0955114866492172,"Higher_methylation_in_Heavy","chr7",143295858
"cg45290648_TC21","Obese_UP",0.107660449100376,"Higher_methylation_in_Heavy","chr7",143295871
"cg45290657_TC21","Obese_UP",0.0699155287470296,"Higher_methylation_in_Heavy","chr7",143296048
"cg45290659_BC11","Obese_UP",0.0792752343086846,"Higher_methylation_in_Heavy","chr7",143296086
"cg45290660_BC21","Obese_UP",0.0780974554518164,"Higher_methylation_in_Heavy","chr7",143296089
"cg45290661_BC21","Obese_UP",0.0741448150557309,"Higher_methylation_in_Heavy","chr7",143296101
"cg45292061_BC11","Obese_UP",0.116345843906153,"Higher_methylation_in_Heavy","chr7",143445340
"cg45292564_BC11","Obese_UP",0.0582005824208588,"Higher_methylation_in_Heavy","chr7",143464864
"cg45293085_BC11","Obese_UP",0.0936791394550071,"Higher_methylation_in_Heavy","chr7",143502890
"cg45304653_BC21","Obese_UP",0.0724467391659001,"Higher_methylation_in_Heavy","chr7",144790252
"cg45320732_TC11","Obese_UP",0.0525698733332192,"Higher_methylation_in_Heavy","chr8",4249427
"cg45344855_BC11","Obese_UP",0.0619622848637376,"Higher_methylation_in_Heavy","chr8",8656674
"cg45361555_TC21","Obese_UP",0.0587710634227625,"Higher_methylation_in_Heavy","chr8",10458256
"cg45483909_TC21","Obese_UP",0.0531112499531078,"Higher_methylation_in_Heavy","chr8",24504172
"cg45489388_BC21","Lean_UP",-0.060501045547081,"Higher_methylation_in_Light","chr8",25067876
"cg45511293_TC21","Obese_UP",0.0644072149999743,"Higher_methylation_in_Heavy","chr8",26966070
"cg45529624_TC21","Obese_UP",0.0640422227465742,"Higher_methylation_in_Heavy","chr8",29556967
"cg45529624_TC22","Obese_UP",0.0591356105109139,"Higher_methylation_in_Heavy","chr8",29556967
"cg45575792_BC11","Lean_UP",-0.0519013768352836,"Higher_methylation_in_Light","chr8",35385090
"cg45583934_BC21","Obese_UP",0.0590828117395215,"Higher_methylation_in_Heavy","chr8",36154025
"cg45614660_BC21","Obese_UP",0.0538438351714257,"Higher_methylation_in_Heavy","chr8",41034552
"cg45614947_TC21","Obese_UP",0.0531400224668027,"Higher_methylation_in_Heavy","chr8",41054819
"cg45615897_TC11","Obese_UP",0.0512986973865031,"Higher_methylation_in_Heavy","chr8",41134687
"cg45640684_TC21","Obese_UP",0.0515542333294491,"Higher_methylation_in_Heavy","chr8",45062606
"cg45642704_TC21","Obese_UP",0.0580118248814075,"Higher_methylation_in_Heavy","chr8",45287204
"cg45650557_TC21","Lean_UP",-0.0558659165274573,"Higher_methylation_in_Light","chr8",46150832
"cg45658219_BC11","Obese_UP",0.0505717431596851,"Higher_methylation_in_Heavy","chr8",46781877
"cg45675454_BC21","Obese_UP",0.0607855993474214,"Higher_methylation_in_Heavy","chr8",48137383
"cg45728937_TC11","Obese_UP",0.0502076190695451,"Higher_methylation_in_Heavy","chr8",57506162
"cg45732545_BC11","Obese_UP",0.0615470573618992,"Higher_methylation_in_Heavy","chr8",57805818
"cg45782165_BC21","Obese_UP",0.0545160871613327,"Higher_methylation_in_Heavy","chr8",66702169
"cg45803370_TC21","Obese_UP",0.0533249248899337,"Higher_methylation_in_Heavy","chr8",69881169
"cg45803381_TC11","Obese_UP",0.0681922617791752,"Higher_methylation_in_Heavy","chr8",69881254
"cg45805229_BC21","Lean_UP",-0.0532838412303578,"Higher_methylation_in_Light","chr8",70010936
"cg45820004_BC11","Obese_UP",0.0538762643980763,"Higher_methylation_in_Heavy","chr8",70892439
"cg45823753_TC11","Obese_UP",0.0514225067207749,"Higher_methylation_in_Heavy","chr8",71375753
"cg45829599_BC11","Obese_UP",0.0518426672209292,"Higher_methylation_in_Heavy","chr8",71679958
"cg45829778_BC11","Obese_UP",0.0744656229488965,"Higher_methylation_in_Heavy","chr8",71685580
"cg45829852_TC21","Obese_UP",0.0577472714518611,"Higher_methylation_in_Heavy","chr8",71686930
"cg45919293_TC11","Obese_UP",0.0577685482215724,"Higher_methylation_in_Heavy","chr8",84042582
"cg45929328_BC11","Obese_UP",0.0546075202872116,"Higher_methylation_in_Heavy","chr8",84772104
"cg45930500_TC21","Lean_UP",-0.057860250113695,"Higher_methylation_in_Light","chr8",84831703
"cg45947058_TC21","Obese_UP",0.0554836153539583,"Higher_methylation_in_Heavy","chr8",86699573
"cg45956135_BC11","Obese_UP",0.0646599350137899,"Higher_methylation_in_Heavy","chr8",87660611
"cg45956198_TC11","Obese_UP",0.0620724304221171,"Higher_methylation_in_Heavy","chr8",87662633
"cg45967319_TC11","Obese_UP",0.0551376989163643,"Higher_methylation_in_Heavy","chr8",88571117
"cg45990909_BC21","Lean_UP",-0.0634969980495405,"Higher_methylation_in_Light","chr8",91134692
"cg46001632_TC21","Obese_UP",0.0549434199818611,"Higher_methylation_in_Heavy","chr8",92024626
"cg46005610_BC11","Obese_UP",0.06861871526091,"Higher_methylation_in_Heavy","chr8",92365597
"cg46005615_BC21","Obese_UP",0.0527028616457918,"Higher_methylation_in_Heavy","chr8",92365679
"cg46030168_TC11","Obese_UP",0.0507412987197519,"Higher_methylation_in_Heavy","chr8",94913554
"cg46082433_TC21","Obese_UP",0.053927720647625,"Higher_methylation_in_Heavy","chr8",103911599
"cg46095367_TC11","Obese_UP",0.0651691610577923,"Higher_methylation_in_Heavy","chr8",105269453
"cg46100949_BC21","Lean_UP",-0.0588107414251336,"Higher_methylation_in_Light","chr8",105638263
"cg46101533_BC11","Obese_UP",0.0631149002383818,"Higher_methylation_in_Heavy","chr8",105694029
"cg46101549_TC11","Obese_UP",0.112371505388063,"Higher_methylation_in_Heavy","chr8",105694178
"cg46116738_TC11","Obese_UP",0.0571666813319418,"Higher_methylation_in_Heavy","chr8",106939821
"cg46132974_TC21","Obese_UP",0.0501530600443542,"Higher_methylation_in_Heavy","chr8",108455174
"cg46133862_BC21","Obese_UP",0.0614498049135737,"Higher_methylation_in_Heavy","chr8",108537073
"cg46136132_TC21","Lean_UP",-0.0543783439916061,"Higher_methylation_in_Light","chr8",108713613
"cg46136140_BC21","Lean_UP",-0.0521814170065826,"Higher_methylation_in_Light","chr8",108713969
"cg46143662_BC21","Obese_UP",0.0519044281772277,"Higher_methylation_in_Heavy","chr8",109251189
"cg46145895_BC11","Obese_UP",0.0677972328395204,"Higher_methylation_in_Heavy","chr8",109436881
"cg46171578_TC11","Lean_UP",-0.0703027433415858,"Higher_methylation_in_Light","chr8",111537894
"cg46181502_TC21","Obese_UP",0.0534756474756857,"Higher_methylation_in_Heavy","chr8",112353885
"cg46247087_BC21","Obese_UP",0.0509970095462304,"Higher_methylation_in_Heavy","chr8",118546403
"cg46269940_BC11","Obese_UP",0.0682815201773077,"Higher_methylation_in_Heavy","chr8",120230064
"cg46272632_TC21","Obese_UP",0.0575704269398111,"Higher_methylation_in_Heavy","chr8",120399552
"cg46273472_TC11","Obese_UP",0.0582346659219392,"Higher_methylation_in_Heavy","chr8",120450229
"cg46282860_BC21","Obese_UP",0.0652004345128081,"Higher_methylation_in_Heavy","chr8",121002902
"cg46285632_BC21","Obese_UP",0.0560786302263189,"Higher_methylation_in_Heavy","chr8",121127485
"cg46285633_BC11","Obese_UP",0.0735499484823997,"Higher_methylation_in_Heavy","chr8",121127499
"cg46287951_TC11","Obese_UP",0.0659003699550762,"Higher_methylation_in_Heavy","chr8",121273097
"cg46294162_BC11","Obese_UP",0.0568375414110291,"Higher_methylation_in_Heavy","chr8",121651382
"cg46297563_BC21","Obese_UP",0.0602441273360711,"Higher_methylation_in_Heavy","chr8",121851718
"cg46331729_TC11","Obese_UP",0.0678272608051054,"Higher_methylation_in_Heavy","chr8",124019859
"cg46339770_TC11","Obese_UP",0.0645395469139154,"Higher_methylation_in_Heavy","chr8",124618122
"cg46346983_TC21","Obese_UP",0.0535711138707227,"Higher_methylation_in_Heavy","chr8",125080260
"cg46350091_BC21","Obese_UP",0.051008612573105,"Higher_methylation_in_Heavy","chr8",125337567
"cg46352423_TC11","Obese_UP",0.0527601806228103,"Higher_methylation_in_Heavy","chr8",125526191
"cg46414844_TC11","Obese_UP",0.0749758828521474,"Higher_methylation_in_Heavy","chr9",8740908
"cg46437695_BC21","Obese_UP",0.0543371632284335,"Higher_methylation_in_Heavy","chr9",13558272
"cg46460948_TC11","Obese_UP",0.162367633884574,"Higher_methylation_in_Heavy","chr9",16470617
"cg46482181_TC21","Lean_UP",-0.0515850558549948,"Higher_methylation_in_Light","chr9",20735691
"cg46491616_TC11","Obese_UP",0.0527081784877688,"Higher_methylation_in_Heavy","chr9",21337833
"cg46503664_TC21","Obese_UP",0.0625953672669922,"Higher_methylation_in_Heavy","chr9",22188054
"cg46565737_BC11","Obese_UP",0.053736028236664,"Higher_methylation_in_Heavy","chr9",31212951
"cg46591894_TC21","Obese_UP",0.0508607346644389,"Higher_methylation_in_Heavy","chr9",34703678
"cg46598383_BC11","Obese_UP",0.0616002334955992,"Higher_methylation_in_Heavy","chr9",35423290
"cg46609782_TC21","Obese_UP",0.0563835096564507,"Higher_methylation_in_Heavy","chr9",37218299
"cg46645605_TC21","Obese_UP",0.0511107463649096,"Higher_methylation_in_Heavy","chr9",42128812
"cg46655163_BC21","Obese_UP",0.064066357969475,"Higher_methylation_in_Heavy","chr9",42957859
"cg46669952_TC21","Lean_UP",-0.0551775253699819,"Higher_methylation_in_Light","chr9",44226376
"cg46706068_BC21","Obese_UP",0.0535809963819791,"Higher_methylation_in_Heavy","chr9",47367809
"cg46710006_BC21","Obese_UP",0.0681884257728285,"Higher_methylation_in_Heavy","chr9",47715102
"cg46737468_BC21","Obese_UP",0.0784440486384842,"Higher_methylation_in_Heavy","chr9",50605032
"cg46772071_TC21","Obese_UP",0.0542934799537119,"Higher_methylation_in_Heavy","chr9",54823166
"cg46773361_BC21","Lean_UP",-0.0683948892668761,"Higher_methylation_in_Light","chr9",54980856
"cg46774970_BC11","Obese_UP",0.0794592898358104,"Higher_methylation_in_Heavy","chr9",55148781
"cg46783439_TC21","Lean_UP",-0.0640803603575125,"Higher_methylation_in_Light","chr9",56224033
"cg46789817_BC11","Obese_UP",0.0516171464841684,"Higher_methylation_in_Heavy","chr9",56865143
"cg46800258_TC21","Obese_UP",0.0531968628291878,"Higher_methylation_in_Heavy","chr9",57785999
"cg46801766_BC11","Obese_UP",0.0680895606589411,"Higher_methylation_in_Heavy","chr9",57939776
"cg46801768_BC11","Obese_UP",0.0619580895157318,"Higher_methylation_in_Heavy","chr9",57939812
"cg46830974_BC21","Obese_UP",0.0607119859915397,"Higher_methylation_in_Heavy","chr9",60919396
"cg46832826_BC21","Obese_UP",0.0525051240406407,"Higher_methylation_in_Heavy","chr9",61081719
"cg46839186_TC21","Obese_UP",0.0577799979318431,"Higher_methylation_in_Heavy","chr9",61632059
"cg46857762_TC11","Obese_UP",0.0534057513636108,"Higher_methylation_in_Heavy","chr9",63309556
"cg46863790_BC21","Obese_UP",0.0519662034958857,"Higher_methylation_in_Heavy","chr9",63876241
"cg46865358_TC21","Obese_UP",0.0566186849468769,"Higher_methylation_in_Heavy","chr9",63991539
"cg46874030_BC11","Lean_UP",-0.0563365121669373,"Higher_methylation_in_Light","chr9",64789503
"cg46900930_TC21","Obese_UP",0.057812090453489,"Higher_methylation_in_Heavy","chr9",67539386
"cg46999736_TC21","Lean_UP",-0.0539164405628059,"Higher_methylation_in_Light","chr9",78822224
"cg47048374_TC21","Lean_UP",-0.0590997738591553,"Higher_methylation_in_Light","chr9",86465289
"cg47052374_BC11","Obese_UP",0.0549738940238563,"Higher_methylation_in_Heavy","chr9",86881099
"cg47104817_BC21","Obese_UP",0.0509549872458456,"Higher_methylation_in_Heavy","chr9",95160706
"cg47182067_TC21","Obese_UP",0.0568042022316163,"Higher_methylation_in_Heavy","chr9",103133956
"cg47211677_TC21","Obese_UP",0.0666764649245888,"Higher_methylation_in_Heavy","chr9",106099450
"cg47215501_BC11","Obese_UP",0.0703738350266686,"Higher_methylation_in_Heavy","chr9",106370750
"cg47215502_BC21","Obese_UP",0.0547774274856986,"Higher_methylation_in_Heavy","chr9",106370761
"cg47217139_TC11","Obese_UP",0.0702938950724437,"Higher_methylation_in_Heavy","chr9",106465643
"cg47229004_BC11","Obese_UP",0.0572615741201102,"Higher_methylation_in_Heavy","chr9",107568035
"cg47229624_BC21","Lean_UP",-0.0505812375294761,"Higher_methylation_in_Light","chr9",107597178
"cg47229799_TC11","Obese_UP",0.071089775522129,"Higher_methylation_in_Heavy","chr9",107604887
"cg47233954_BC11","Obese_UP",0.0550781434290142,"Higher_methylation_in_Heavy","chr9",107935715
"cg47266553_TC11","Obese_UP",0.0507660908080214,"Higher_methylation_in_Heavy","chr9",110874044
"cg47268867_BC21","Obese_UP",0.0524109920307806,"Higher_methylation_in_Heavy","chr9",111055233
"cg47269597_BC11","Obese_UP",0.0665937801313417,"Higher_methylation_in_Heavy","chr9",111117515
"cg47271197_TC21","Lean_UP",-0.0531739338534414,"Higher_methylation_in_Light","chr9",111273459
"cg47298382_TC21","Obese_UP",0.0502640938977246,"Higher_methylation_in_Heavy","chr9",114548495
"cg47352760_TC11","Obese_UP",0.0508767305050461,"Higher_methylation_in_Heavy","chr9",119342216
"cg47365076_BC21","Obese_UP",0.050472522332647,"Higher_methylation_in_Heavy","chr9",120171664
"cg47373796_BC21","Obese_UP",0.0569078286598666,"Higher_methylation_in_Heavy","chr9",120876744
"cg47402734_TC21","Obese_UP",0.065590673611303,"Higher_methylation_in_Heavy","chr9",123606182
"cg47432252_BC21","Obese_UP",0.0524489649681917,"Higher_methylation_in_Heavy","chrX",8029653
"cg47439203_TC11","Obese_UP",0.0601929638717884,"Higher_methylation_in_Heavy","chrX",8922382
"cg47441438_BC21","Obese_UP",0.054992135298643,"Higher_methylation_in_Heavy","chrX",9257019
"cg47447244_BC21","Obese_UP",0.0596912440418804,"Higher_methylation_in_Heavy","chrX",10246401
"cg47454865_TC21","Obese_UP",0.0602398163684416,"Higher_methylation_in_Heavy","chrX",11443796
"cg47455374_BC21","Obese_UP",0.0534429157491337,"Higher_methylation_in_Heavy","chrX",11504165
"cg47459561_BC11","Obese_UP",0.0507253058120562,"Higher_methylation_in_Heavy","chrX",11929630
"cg47463167_BC11","Obese_UP",0.0559012649399512,"Higher_methylation_in_Heavy","chrX",12137586
"cg47463425_BC11","Obese_UP",0.0584632445399052,"Higher_methylation_in_Heavy","chrX",12152449
"cg47463434_TC21","Obese_UP",0.0628531710012777,"Higher_methylation_in_Heavy","chrX",12152615
"cg47463436_BC11","Obese_UP",0.0949035178522089,"Higher_methylation_in_Heavy","chrX",12152636
"cg47463438_BC21","Obese_UP",0.0565752957886229,"Higher_methylation_in_Heavy","chrX",12152686
"cg47463441_TC11","Obese_UP",0.0691692107064175,"Higher_methylation_in_Heavy","chrX",12152759
"cg47466405_TC21","Obese_UP",0.0792860764449319,"Higher_methylation_in_Heavy","chrX",12459938
"cg47466555_BC21","Obese_UP",0.0587130425495211,"Higher_methylation_in_Heavy","chrX",12472345
"cg47470299_BC11","Obese_UP",0.0541385621956369,"Higher_methylation_in_Heavy","chrX",12917328
"cg47475226_BC21","Obese_UP",0.0504943248005041,"Higher_methylation_in_Heavy","chrX",13554936
"cg47500062_BC21","Obese_UP",0.0740527591896642,"Higher_methylation_in_Heavy","chrX",19224252
"cg47509196_TC21","Obese_UP",0.06193537848706,"Higher_methylation_in_Heavy","chrX",20884688
"cg47511801_TC11","Obese_UP",0.0517376106637413,"Higher_methylation_in_Heavy","chrX",21365195
"cg47515006_BC21","Obese_UP",0.061470120299119,"Higher_methylation_in_Heavy","chrX",22090663
"cg47563407_TC11","Obese_UP",0.0522084017154448,"Higher_methylation_in_Heavy","chrX",38085159
"cg47568136_TC21","Lean_UP",-0.0526295719821568,"Higher_methylation_in_Light","chrX",38686763
"cg47568510_BC21","Lean_UP",-0.0572029269647999,"Higher_methylation_in_Light","chrX",38762876
"cg47570149_TC21","Obese_UP",0.0501921619022124,"Higher_methylation_in_Heavy","chrX",39113457
"cg47571640_BC11","Obese_UP",0.0603113944333124,"Higher_methylation_in_Heavy","chrX",39475510
"cg47577089_TC21","Obese_UP",0.0600864827321297,"Higher_methylation_in_Heavy","chrX",41016592
"cg47617782_TC21","Obese_UP",0.0607073425387612,"Higher_methylation_in_Heavy","chrX",49228099
"cg47630391_TC21","Obese_UP",0.066995690209928,"Higher_methylation_in_Heavy","chrX",51503717
"cg47634443_TC21","Obese_UP",0.062981210978257,"Higher_methylation_in_Heavy","chrX",52140292
"cg47637274_TC21","Obese_UP",0.0520364394183533,"Higher_methylation_in_Heavy","chrX",52549156
"cg47638110_BC21","Obese_UP",0.0701860283150319,"Higher_methylation_in_Heavy","chrX",52649699
"cg47641876_TC21","Obese_UP",0.0571554083181831,"Higher_methylation_in_Heavy","chrX",53114692
"cg47723216_TC11","Obese_UP",0.0550882170044468,"Higher_methylation_in_Heavy","chrX",71121155
"cg47736904_BC21","Obese_UP",0.0561301362188098,"Higher_methylation_in_Heavy","chrX",73528677
"cg47762410_TC21","Obese_UP",0.0656420103718489,"Higher_methylation_in_Heavy","chrX",77941072
"cg47767488_TC21","Obese_UP",0.0565341306486552,"Higher_methylation_in_Heavy","chrX",78951330
"cg47789619_BC21","Obese_UP",0.0588369644976808,"Higher_methylation_in_Heavy","chrX",84507630
"cg47803040_TC11","Obese_UP",0.0771544431002847,"Higher_methylation_in_Heavy","chrX",87559842
"cg47825078_BC11","Lean_UP",-0.0708718059620326,"Higher_methylation_in_Light","chrX",93070118
"cg47826082_TC21","Obese_UP",0.0719063326676365,"Higher_methylation_in_Heavy","chrX",93280539
"cg47835109_BC21","Lean_UP",-0.0632595947734616,"Higher_methylation_in_Light","chrX",94423038
"cg47860606_BC11","Obese_UP",0.0537956036234678,"Higher_methylation_in_Heavy","chrX",99426625
"cg47862060_TC21","Obese_UP",0.0508184176616864,"Higher_methylation_in_Heavy","chrX",99557209
"cg47877242_BC21","Lean_UP",-0.0862053928194023,"Higher_methylation_in_Light","chrX",101696917
"cg47877496_BC11","Obese_UP",0.0912503094907694,"Higher_methylation_in_Heavy","chrX",101709468
"cg47893110_TC11","Obese_UP",0.0954004501529169,"Higher_methylation_in_Heavy","chrX",103705847
"cg47904822_TC21","Obese_UP",0.0605293442732524,"Higher_methylation_in_Heavy","chrX",105793720
"cg47913882_BC21","Obese_UP",0.0652658677481208,"Higher_methylation_in_Heavy","chrX",107415898
"cg47930268_BC21","Lean_UP",-0.0645106668081028,"Higher_methylation_in_Light","chrX",111464100
"cg47939113_TC21","Obese_UP",0.0556565061851595,"Higher_methylation_in_Heavy","chrX",113390920
"cg47956932_TC21","Lean_UP",-0.0545268729555855,"Higher_methylation_in_Light","chrX",117886886
"cg47966617_TC21","Lean_UP",-0.0528815872255391,"Higher_methylation_in_Light","chrX",120294601
"cg47981051_TC21","Obese_UP",0.0682550110098701,"Higher_methylation_in_Heavy","chrX",124130637
"cg47998139_TC21","Lean_UP",-0.0556579457064261,"Higher_methylation_in_Light","chrX",129751224
"cg48006525_BC21","Obese_UP",0.0565106911117433,"Higher_methylation_in_Heavy","chrX",131691851
"cg48010998_BC21","Obese_UP",0.062381641370936,"Higher_methylation_in_Heavy","chrX",132892509
